pm_2_5,pm_2_5_Lag1,pm_2_5_Lag2,pm_2_5_Lag3,pm_2_5_Lag4,pm_2_5_Lag5,pm_2_5_Lag6,pm_2_5_Lag7
22.55969101,15.33031359,28.23438596,35.26047486,33.58525689,35.3630662,40.74471086,41.07724719
20.66201117,22.55969101,15.33031359,28.23438596,35.26047486,33.58525689,35.3630662,40.74471086
13.93491952,20.66201117,22.55969101,15.33031359,28.23438596,35.26047486,33.58525689,35.3630662
20.87534819,13.93491952,20.66201117,22.55969101,15.33031359,28.23438596,35.26047486,33.58525689
20.97557572,20.87534819,13.93491952,20.66201117,22.55969101,15.33031359,28.23438596,35.26047486
33.18640505,20.97557572,20.87534819,13.93491952,20.66201117,22.55969101,15.33031359,28.23438596
28.89028651,33.18640505,20.97557572,20.87534819,13.93491952,20.66201117,22.55969101,15.33031359
29.85953878,28.89028651,33.18640505,20.97557572,20.87534819,13.93491952,20.66201117,22.55969101
28.41562064,29.85953878,28.89028651,33.18640505,20.97557572,20.87534819,13.93491952,20.66201117
18.40655509,28.41562064,29.85953878,28.89028651,33.18640505,20.97557572,20.87534819,13.93491952
22.47662247,18.40655509,28.41562064,29.85953878,28.89028651,33.18640505,20.97557572,20.87534819
16.97234352,22.47662247,18.40655509,28.41562064,29.85953878,28.89028651,33.18640505,20.97557572
15.18627451,16.97234352,22.47662247,18.40655509,28.41562064,29.85953878,28.89028651,33.18640505
20.86856745,15.18627451,16.97234352,22.47662247,18.40655509,28.41562064,29.85953878,28.89028651
28.40990991,20.86856745,15.18627451,16.97234352,22.47662247,18.40655509,28.41562064,29.85953878
15.14114326,28.40990991,20.86856745,15.18627451,16.97234352,22.47662247,18.40655509,28.41562064
18.23093842,15.14114326,28.40990991,20.86856745,15.18627451,16.97234352,22.47662247,18.40655509
15.06470588,18.23093842,15.14114326,28.40990991,20.86856745,15.18627451,16.97234352,22.47662247
26.63308271,15.06470588,18.23093842,15.14114326,28.40990991,20.86856745,15.18627451,16.97234352
18.99930362,26.63308271,15.06470588,18.23093842,15.14114326,28.40990991,20.86856745,15.18627451
17.99581882,18.99930362,26.63308271,15.06470588,18.23093842,15.14114326,28.40990991,20.86856745
36.45923345,17.99581882,18.99930362,26.63308271,15.06470588,18.23093842,15.14114326,28.40990991
45.10260014,36.45923345,17.99581882,18.99930362,26.63308271,15.06470588,18.23093842,15.14114326
32.74255952,45.10260014,36.45923345,17.99581882,18.99930362,26.63308271,15.06470588,18.23093842
20.0,32.74255952,45.10260014,36.45923345,17.99581882,18.99930362,26.63308271,15.06470588
13.46550523,20.0,32.74255952,45.10260014,36.45923345,17.99581882,18.99930362,26.63308271
14.00668648,13.46550523,20.0,32.74255952,45.10260014,36.45923345,17.99581882,18.99930362
17.35097493,14.00668648,13.46550523,20.0,32.74255952,45.10260014,36.45923345,17.99581882
18.66875872,17.35097493,14.00668648,13.46550523,20.0,32.74255952,45.10260014,36.45923345
26.82648084,18.66875872,17.35097493,14.00668648,13.46550523,20.0,32.74255952,45.10260014
33.51986063,26.82648084,18.66875872,17.35097493,14.00668648,13.46550523,20.0,32.74255952
31.10111576,33.51986063,26.82648084,18.66875872,17.35097493,14.00668648,13.46550523,20.0
32.59820762,31.10111576,33.51986063,26.82648084,18.66875872,17.35097493,14.00668648,13.46550523
17.25696379,32.59820762,31.10111576,33.51986063,26.82648084,18.66875872,17.35097493,14.00668648
20.05509066,17.25696379,32.59820762,31.10111576,33.51986063,26.82648084,18.66875872,17.35097493
29.65226481,20.05509066,17.25696379,32.59820762,31.10111576,33.51986063,26.82648084,18.66875872
39.11382682,29.65226481,20.05509066,17.25696379,32.59820762,31.10111576,33.51986063,26.82648084
41.78033473,39.11382682,29.65226481,20.05509066,17.25696379,32.59820762,31.10111576,33.51986063
44.79050279,41.78033473,39.11382682,29.65226481,20.05509066,17.25696379,32.59820762,31.10111576
16.3804878,44.79050279,41.78033473,39.11382682,29.65226481,20.05509066,17.25696379,32.59820762
17.97421603,16.3804878,44.79050279,41.78033473,39.11382682,29.65226481,20.05509066,17.25696379
20.94359331,17.97421603,16.3804878,44.79050279,41.78033473,39.11382682,29.65226481,20.05509066
25.60139373,20.94359331,17.97421603,16.3804878,44.79050279,41.78033473,39.11382682,29.65226481
33.19456067,25.60139373,20.94359331,17.97421603,16.3804878,44.79050279,41.78033473,39.11382682
26.13370866,33.19456067,25.60139373,20.94359331,17.97421603,16.3804878,44.79050279,41.78033473
13.47372159,26.13370866,33.19456067,25.60139373,20.94359331,17.97421603,16.3804878,44.79050279
19.45174825,13.47372159,26.13370866,33.19456067,25.60139373,20.94359331,17.97421603,16.3804878
27.04564907,19.45174825,13.47372159,26.13370866,33.19456067,25.60139373,20.94359331,17.97421603
19.38434661,27.04564907,19.45174825,13.47372159,26.13370866,33.19456067,25.60139373,20.94359331
14.65156794,19.38434661,27.04564907,19.45174825,13.47372159,26.13370866,33.19456067,25.60139373
14.88305322,14.65156794,19.38434661,27.04564907,19.45174825,13.47372159,26.13370866,33.19456067
23.04531947,14.88305322,14.65156794,19.38434661,27.04564907,19.45174825,13.47372159,26.13370866
23.12709497,23.04531947,14.88305322,14.65156794,19.38434661,27.04564907,19.45174825,13.47372159
26.90858339,23.12709497,23.04531947,14.88305322,14.65156794,19.38434661,27.04564907,19.45174825
31.38112392,26.90858339,23.12709497,23.04531947,14.88305322,14.65156794,19.38434661,27.04564907
25.50833333,31.38112392,26.90858339,23.12709497,23.04531947,14.88305322,14.65156794,19.38434661
25.60548363,25.50833333,31.38112392,26.90858339,23.12709497,23.04531947,14.88305322,14.65156794
31.58170391,25.60548363,25.50833333,31.38112392,26.90858339,23.12709497,23.04531947,14.88305322
17.126662,31.58170391,25.60548363,25.50833333,31.38112392,26.90858339,23.12709497,23.04531947
5.083459788,17.126662,31.58170391,25.60548363,25.50833333,31.38112392,26.90858339,23.12709497
9.352313167,5.083459788,17.126662,31.58170391,25.60548363,25.50833333,31.38112392,26.90858339
16.49880668,9.352313167,5.083459788,17.126662,31.58170391,25.60548363,25.50833333,31.38112392
22.25584906,16.49880668,9.352313167,5.083459788,17.126662,31.58170391,25.60548363,25.50833333
23.41132638,22.25584906,16.49880668,9.352313167,5.083459788,17.126662,31.58170391,25.60548363
30.23303009,23.41132638,22.25584906,16.49880668,9.352313167,5.083459788,17.126662,31.58170391
36.52014652,30.23303009,23.41132638,22.25584906,16.49880668,9.352313167,5.083459788,17.126662
43.82185947,36.52014652,30.23303009,23.41132638,22.25584906,16.49880668,9.352313167,5.083459788
52.89616725,43.82185947,36.52014652,30.23303009,23.41132638,22.25584906,16.49880668,9.352313167
50.17692308,52.89616725,43.82185947,36.52014652,30.23303009,23.41132638,22.25584906,16.49880668
43.69335468,50.17692308,52.89616725,43.82185947,36.52014652,30.23303009,23.41132638,22.25584906
36.47765363,43.69335468,50.17692308,52.89616725,43.82185947,36.52014652,30.23303009,23.41132638
45.52532124,36.47765363,43.69335468,50.17692308,52.89616725,43.82185947,36.52014652,30.23303009
39.84511064,45.52532124,36.47765363,43.69335468,50.17692308,52.89616725,43.82185947,36.52014652
42.37955182,39.84511064,45.52532124,36.47765363,43.69335468,50.17692308,52.89616725,43.82185947
43.91019244,42.37955182,39.84511064,45.52532124,36.47765363,43.69335468,50.17692308,52.89616725
28.12482468,43.91019244,42.37955182,39.84511064,45.52532124,36.47765363,43.69335468,50.17692308
25.25685426,28.12482468,43.91019244,42.37955182,39.84511064,45.52532124,36.47765363,43.69335468
26.43305439,25.25685426,28.12482468,43.91019244,42.37955182,39.84511064,45.52532124,36.47765363
24.83649123,26.43305439,25.25685426,28.12482468,43.91019244,42.37955182,39.84511064,45.52532124
24.99925651,24.83649123,26.43305439,25.25685426,28.12482468,43.91019244,42.37955182,39.84511064
21.34357542,24.99925651,24.83649123,26.43305439,25.25685426,28.12482468,43.91019244,42.37955182
24.41328671,21.34357542,24.99925651,24.83649123,26.43305439,25.25685426,28.12482468,43.91019244
21.92817294,24.41328671,21.34357542,24.99925651,24.83649123,26.43305439,25.25685426,28.12482468
24.71657382,21.92817294,24.41328671,21.34357542,24.99925651,24.83649123,26.43305439,25.25685426
26.36853296,24.71657382,21.92817294,24.41328671,21.34357542,24.99925651,24.83649123,26.43305439
25.38596491,26.36853296,24.71657382,21.92817294,24.41328671,21.34357542,24.99925651,24.83649123
28.04175365,25.38596491,26.36853296,24.71657382,21.92817294,24.41328671,21.34357542,24.99925651
31.10676902,28.04175365,25.38596491,26.36853296,24.71657382,21.92817294,24.41328671,21.34357542
24.62360335,31.10676902,28.04175365,25.38596491,26.36853296,24.71657382,21.92817294,24.41328671
12.18592593,24.62360335,31.10676902,28.04175365,25.38596491,26.36853296,24.71657382,21.92817294
14.76506024,12.18592593,24.62360335,31.10676902,28.04175365,25.38596491,26.36853296,24.71657382
14.53690808,14.76506024,12.18592593,24.62360335,31.10676902,28.04175365,25.38596491,26.36853296
21.349739,14.53690808,14.76506024,12.18592593,24.62360335,31.10676902,28.04175365,25.38596491
17.53986014,21.349739,14.53690808,14.76506024,12.18592593,24.62360335,31.10676902,28.04175365
11.26634214,17.53986014,21.349739,14.53690808,14.76506024,12.18592593,24.62360335,31.10676902
19.15070527,11.26634214,17.53986014,21.349739,14.53690808,14.76506024,12.18592593,24.62360335
22.58666667,19.15070527,11.26634214,17.53986014,21.349739,14.53690808,14.76506024,12.18592593
23.51521585,22.58666667,19.15070527,11.26634214,17.53986014,21.349739,14.53690808,14.76506024
22.40606061,23.51521585,22.58666667,19.15070527,11.26634214,17.53986014,21.349739,14.53690808
25.60781577,22.40606061,23.51521585,22.58666667,19.15070527,11.26634214,17.53986014,21.349739
15.80905923,25.60781577,22.40606061,23.51521585,22.58666667,19.15070527,11.26634214,17.53986014
17.66159355,15.80905923,25.60781577,22.40606061,23.51521585,22.58666667,19.15070527,11.26634214
9.891810669,17.66159355,15.80905923,25.60781577,22.40606061,23.51521585,22.58666667,19.15070527
8.713751868,9.891810669,17.66159355,15.80905923,25.60781577,22.40606061,23.51521585,22.58666667
19.18745645,8.713751868,9.891810669,17.66159355,15.80905923,25.60781577,22.40606061,23.51521585
8.759220598,19.18745645,8.713751868,9.891810669,17.66159355,15.80905923,25.60781577,22.40606061
13.70209465,8.759220598,19.18745645,8.713751868,9.891810669,17.66159355,15.80905923,25.60781577
13.750167,13.70209465,8.759220598,19.18745645,8.713751868,9.891810669,17.66159355,15.80905923
8.570909091,13.750167,13.70209465,8.759220598,19.18745645,8.713751868,9.891810669,17.66159355
18.55036691,8.570909091,13.750167,13.70209465,8.759220598,19.18745645,8.713751868,9.891810669
14.34449093,18.55036691,8.570909091,13.750167,13.70209465,8.759220598,19.18745645,8.713751868
12.6872214,14.34449093,18.55036691,8.570909091,13.750167,13.70209465,8.759220598,19.18745645
11.1581596,12.6872214,14.34449093,18.55036691,8.570909091,13.750167,13.70209465,8.759220598
10.63550136,11.1581596,12.6872214,14.34449093,18.55036691,8.570909091,13.750167,13.70209465
10.46796657,10.63550136,11.1581596,12.6872214,14.34449093,18.55036691,8.570909091,13.750167
13.09798471,10.46796657,10.63550136,11.1581596,12.6872214,14.34449093,18.55036691,8.570909091
12.31875526,13.09798471,10.46796657,10.63550136,11.1581596,12.6872214,14.34449093,18.55036691
17.00829876,12.31875526,13.09798471,10.46796657,10.63550136,11.1581596,12.6872214,14.34449093
10.34982578,17.00829876,12.31875526,13.09798471,10.46796657,10.63550136,11.1581596,12.6872214
11.86350778,10.34982578,17.00829876,12.31875526,13.09798471,10.46796657,10.63550136,11.1581596
8.159620991,11.86350778,10.34982578,17.00829876,12.31875526,13.09798471,10.46796657,10.63550136
13.63277693,8.159620991,11.86350778,10.34982578,17.00829876,12.31875526,13.09798471,10.46796657
19.51502446,13.63277693,8.159620991,11.86350778,10.34982578,17.00829876,12.31875526,13.09798471
21.30096368,19.51502446,13.63277693,8.159620991,11.86350778,10.34982578,17.00829876,12.31875526
23.0385424,21.30096368,19.51502446,13.63277693,8.159620991,11.86350778,10.34982578,17.00829876
21.60536113,23.0385424,21.30096368,19.51502446,13.63277693,8.159620991,11.86350778,10.34982578
10.73337722,21.60536113,23.0385424,21.30096368,19.51502446,13.63277693,8.159620991,11.86350778
14.7554007,10.73337722,21.60536113,23.0385424,21.30096368,19.51502446,13.63277693,8.159620991
16.56686047,14.7554007,10.73337722,21.60536113,23.0385424,21.30096368,19.51502446,13.63277693
12.73557692,16.56686047,14.7554007,10.73337722,21.60536113,23.0385424,21.30096368,19.51502446
12.73819742,12.73557692,16.56686047,14.7554007,10.73337722,21.60536113,23.0385424,21.30096368
21.24286708,12.73819742,12.73557692,16.56686047,14.7554007,10.73337722,21.60536113,23.0385424
17.74087863,21.24286708,12.73819742,12.73557692,16.56686047,14.7554007,10.73337722,21.60536113
20.62685512,17.74087863,21.24286708,12.73819742,12.73557692,16.56686047,14.7554007,10.73337722
25.08390542,20.62685512,17.74087863,21.24286708,12.73819742,12.73557692,16.56686047,14.7554007
22.05489924,25.08390542,20.62685512,17.74087863,21.24286708,12.73819742,12.73557692,16.56686047
18.11567944,22.05489924,25.08390542,20.62685512,17.74087863,21.24286708,12.73819742,12.73557692
17.63460208,18.11567944,22.05489924,25.08390542,20.62685512,17.74087863,21.24286708,12.73819742
14.00670141,17.63460208,18.11567944,22.05489924,25.08390542,20.62685512,17.74087863,21.24286708
18.35979971,14.00670141,17.63460208,18.11567944,22.05489924,25.08390542,20.62685512,17.74087863
10.41399417,18.35979971,14.00670141,17.63460208,18.11567944,22.05489924,25.08390542,20.62685512
13.20723227,10.41399417,18.35979971,14.00670141,17.63460208,18.11567944,22.05489924,25.08390542
17.37003484,13.20723227,10.41399417,18.35979971,14.00670141,17.63460208,18.11567944,22.05489924
19.61060071,17.37003484,13.20723227,10.41399417,18.35979971,14.00670141,17.63460208,18.11567944
18.03004892,19.61060071,17.37003484,13.20723227,10.41399417,18.35979971,14.00670141,17.63460208
14.94617564,18.03004892,19.61060071,17.37003484,13.20723227,10.41399417,18.35979971,14.00670141
9.051750381,14.94617564,18.03004892,19.61060071,17.37003484,13.20723227,10.41399417,18.35979971
12.39258223,9.051750381,14.94617564,18.03004892,19.61060071,17.37003484,13.20723227,10.41399417
9.016039052,12.39258223,9.051750381,14.94617564,18.03004892,19.61060071,17.37003484,13.20723227
11.08569354,9.016039052,12.39258223,9.051750381,14.94617564,18.03004892,19.61060071,17.37003484
16.24233983,11.08569354,9.016039052,12.39258223,9.051750381,14.94617564,18.03004892,19.61060071
10.50964975,16.24233983,11.08569354,9.016039052,12.39258223,9.051750381,14.94617564,18.03004892
9.781398506,10.50964975,16.24233983,11.08569354,9.016039052,12.39258223,9.051750381,14.94617564
11.30528512,9.781398506,10.50964975,16.24233983,11.08569354,9.016039052,12.39258223,9.051750381
13.77158774,11.30528512,9.781398506,10.50964975,16.24233983,11.08569354,9.016039052,12.39258223
12.78033473,13.77158774,11.30528512,9.781398506,10.50964975,16.24233983,11.08569354,9.016039052
12.19125278,12.78033473,13.77158774,11.30528512,9.781398506,10.50964975,16.24233983,11.08569354
9.340292276,12.19125278,12.78033473,13.77158774,11.30528512,9.781398506,10.50964975,16.24233983
9.276911656,9.340292276,12.19125278,12.78033473,13.77158774,11.30528512,9.781398506,10.50964975
5.887732342,9.276911656,9.340292276,12.19125278,12.78033473,13.77158774,11.30528512,9.781398506
10.95011169,5.887732342,9.276911656,9.340292276,12.19125278,12.78033473,13.77158774,11.30528512
7.522916667,10.95011169,5.887732342,9.276911656,9.340292276,12.19125278,12.78033473,13.77158774
12.77149497,7.522916667,10.95011169,5.887732342,9.276911656,9.340292276,12.19125278,12.78033473
12.30833333,12.77149497,7.522916667,10.95011169,5.887732342,9.276911656,9.340292276,12.19125278
16.79925926,12.30833333,12.77149497,7.522916667,10.95011169,5.887732342,9.276911656,9.340292276
13.53521127,16.79925926,12.30833333,12.77149497,7.522916667,10.95011169,5.887732342,9.276911656
16.39719298,13.53521127,16.79925926,12.30833333,12.77149497,7.522916667,10.95011169,5.887732342
7.833462432,16.39719298,13.53521127,16.79925926,12.30833333,12.77149497,7.522916667,10.95011169
10.34364714,7.833462432,16.39719298,13.53521127,16.79925926,12.30833333,12.77149497,7.522916667
8.962222222,10.34364714,7.833462432,16.39719298,13.53521127,16.79925926,12.30833333,12.77149497
7.029126214,8.962222222,10.34364714,7.833462432,16.39719298,13.53521127,16.79925926,12.30833333
17.20917304,7.029126214,8.962222222,10.34364714,7.833462432,16.39719298,13.53521127,16.79925926
21.58983287,17.20917304,7.029126214,8.962222222,10.34364714,7.833462432,16.39719298,13.53521127
19.59874826,21.58983287,17.20917304,7.029126214,8.962222222,10.34364714,7.833462432,16.39719298
17.43969144,19.59874826,21.58983287,17.20917304,7.029126214,8.962222222,10.34364714,7.833462432
16.82653818,17.43969144,19.59874826,21.58983287,17.20917304,7.029126214,8.962222222,10.34364714
24.83936022,16.82653818,17.43969144,19.59874826,21.58983287,17.20917304,7.029126214,8.962222222
8.551111111,24.83936022,16.82653818,17.43969144,19.59874826,21.58983287,17.20917304,7.029126214
7.699582754,8.551111111,24.83936022,16.82653818,17.43969144,19.59874826,21.58983287,17.20917304
5.806944444,7.699582754,8.551111111,24.83936022,16.82653818,17.43969144,19.59874826,21.58983287
4.586482558,5.806944444,7.699582754,8.551111111,24.83936022,16.82653818,17.43969144,19.59874826
4.558803062,4.586482558,5.806944444,7.699582754,8.551111111,24.83936022,16.82653818,17.43969144
13.2237037,4.558803062,4.586482558,5.806944444,7.699582754,8.551111111,24.83936022,16.82653818
10.34353268,13.2237037,4.558803062,4.586482558,5.806944444,7.699582754,8.551111111,24.83936022
7.3374613,10.34353268,13.2237037,4.558803062,4.586482558,5.806944444,7.699582754,8.551111111
17.8490991,7.3374613,10.34353268,13.2237037,4.558803062,4.586482558,5.806944444,7.699582754
30.12898551,17.8490991,7.3374613,10.34353268,13.2237037,4.558803062,4.586482558,5.806944444
10.44252078,30.12898551,17.8490991,7.3374613,10.34353268,13.2237037,4.558803062,4.586482558
10.06024982,10.44252078,30.12898551,17.8490991,7.3374613,10.34353268,13.2237037,4.558803062
11.68496622,10.06024982,10.44252078,30.12898551,17.8490991,7.3374613,10.34353268,13.2237037
10.83188586,11.68496622,10.06024982,10.44252078,30.12898551,17.8490991,7.3374613,10.34353268
13.55406442,10.83188586,11.68496622,10.06024982,10.44252078,30.12898551,17.8490991,7.3374613
12.32405822,13.55406442,10.83188586,11.68496622,10.06024982,10.44252078,30.12898551,17.8490991
14.57400307,12.32405822,13.55406442,10.83188586,11.68496622,10.06024982,10.44252078,30.12898551
16.2108,14.57400307,12.32405822,13.55406442,10.83188586,11.68496622,10.06024982,10.44252078
10.98328333,16.2108,14.57400307,12.32405822,13.55406442,10.83188586,11.68496622,10.06024982
9.148373102,10.98328333,16.2108,14.57400307,12.32405822,13.55406442,10.83188586,11.68496622
11.27102804,9.148373102,10.98328333,16.2108,14.57400307,12.32405822,13.55406442,10.83188586
10.62728719,11.27102804,9.148373102,10.98328333,16.2108,14.57400307,12.32405822,13.55406442
10.22379913,10.62728719,11.27102804,9.148373102,10.98328333,16.2108,14.57400307,12.32405822
7.134479718,10.22379913,10.62728719,11.27102804,9.148373102,10.98328333,16.2108,14.57400307
14.64441698,7.134479718,10.22379913,10.62728719,11.27102804,9.148373102,10.98328333,16.2108
