humidity,pm_2_5,temperature
89.7892473118281,29.2424242424242,26.7258064516129
88.83,25.8,27.2133333333333
86.6172413793103,19.6551724137931,27.6275862068966
84.3924528301887,34.8269230769231,28.1169811320755
83.0941666666666,55.9075630252101,28.5091666666666
80.9822033898306,43.1637931034483,28.9330508474576
76.6050420168067,20.2857142857143,29.0344537815126
75.8186440677966,20.0847457627119,29.2381355932204
74.0754237288136,22.7586206896552,29.3745762711865
79.5091666666667,18.4782608695652,28.0733333333333
90.9,8.225,25.56
90.5658333333333,6.19327731092437,25.5475
90.8661016949153,9.22881355932204,25.6101694915254
91.5059322033898,10.4830508474576,25.5864406779661
91.7408695652175,12.9059829059829,25.7104347826088
92.1461538461539,15.7413793103448,25.7025641025641
92.2017094017094,16.8965517241379,25.8162393162394
91.8689075630252,14.5294117647059,25.7285714285715
91.2084033613446,16.5508474576271,26.109243697479
91.4641666666667,17.5877192982456,25.9308333333333
92.3428571428572,18.1666666666667,25.6134453781512
92.464705882353,24.6379310344828,25.6226890756302
92.7608333333334,26.2352941176471,25.5483333333333
92.1716666666667,13.0508474576271,25.6683333333334
92.0957627118644,8.4695652173913,25.5635593220338
92.3816666666667,14.2166666666667,25.6558333333333
91.4716666666667,15.9083333333333,25.9016666666667
91.2199999999999,15.1176470588235,26.02
90.8889830508475,15.0086206896552,26.3635593220339
90.9100840336134,13.3361344537815,26.6294117647059
89.8991666666666,8.10714285714286,27.0083333333333
87.9314285714286,5.5,27.0571428571429
77.7149253731343,11.530303030303,28.1194029850746
67.5456896551724,6.52941176470588,30.3146551724138
60.7165289256198,0.916666666666667,31.198347107438
59.1808823529412,1.85294117647059,31.4705882352942
62.0689655172414,3.86206896551724,31.4
65.5233333333333,4.7,30.39
71.7378048780488,4.17073170731707,29.6585365853658
73.6378151260504,7.06034482758621,29.4319327731093
75.7333333333333,11.1525423728814,28.8516666666667
78.3738461538462,9.34920634920635,28.4153846153846
80.6586206896552,8.86206896551724,28.0068965517241
81.0033333333333,9.03703703703704,27.8
82.1679487179487,6.53246753246753,27.3910256410256
82.8109243697479,6.47826086956522,27.2613445378151
84.9779661016949,14.271186440678,26.65
84.6,32.3083333333333,26.7109243697478
85.1135593220339,29.7435897435897,26.6474576271187
85.4308333333333,38.9310344827586,26.5516666666666
85.6661764705882,39.5147058823529,26.4352941176471
87.7366666666667,38.6333333333333,25.94
87.4535714285714,30.8928571428571,26.1107142857143
86.1444444444445,19.9012345679012,26.3382716049383
84.4225,12.7,27.0425
80.9316666666667,10.275,27.8916666666667
78.6084745762712,11.3760683760684,28.7271186440678
71.7541666666667,11.5882352941177,29.9166666666667
68.7818181818182,7.1900826446281,30.198347107438
67.2336134453782,5.66964285714286,30.6806722689075
67.4949579831933,6.61864406779661,30.8529411764706
71.5136842105263,6.79569892473118,29.6178947368421
74.8541666666666,5.63865546218487,28.7533333333333
76.9658333333334,8.0,28.4475
78.464705882353,12.7899159663866,28.2739495798319
79.3620689655172,12.5175438596491,27.8422413793103
81.1663793103448,7.62931034482759,27.4387931034483
81.4504201680673,3.89166666666667,27.0764705882353
82.5141666666667,3.82203389830509,26.7125
