timestamp,humidity,pm_2_5,temperature,pm_2_5_Lag1,pm_2_5_Lag2,pm_2_5_Lag3,pm_2_5_Lag4,pm_2_5_Lag5,pm_2_5_Lag6,pm_2_5_Lag7
2021-08-15 14:00:00,75.8186440677966,20.0847457627119,29.2381355932204,20.2857142857143,43.1637931034483,55.9075630252101,34.8269230769231,19.6551724137931,25.8,29.2424242424242
2021-08-15 15:00:00,74.0754237288136,22.7586206896552,29.3745762711865,20.0847457627119,20.2857142857143,43.1637931034483,55.9075630252101,34.8269230769231,19.6551724137931,25.8
2021-08-15 16:00:00,79.5091666666667,18.4782608695652,28.0733333333333,22.7586206896552,20.0847457627119,20.2857142857143,43.1637931034483,55.9075630252101,34.8269230769231,19.6551724137931
2021-08-15 17:00:00,90.9,8.225,25.56,18.4782608695652,22.7586206896552,20.0847457627119,20.2857142857143,43.1637931034483,55.9075630252101,34.8269230769231
2021-08-15 18:00:00,90.5658333333333,6.19327731092437,25.5475,8.225,18.4782608695652,22.7586206896552,20.0847457627119,20.2857142857143,43.1637931034483,55.9075630252101
2021-08-15 19:00:00,90.8661016949153,9.22881355932204,25.6101694915254,6.19327731092437,8.225,18.4782608695652,22.7586206896552,20.0847457627119,20.2857142857143,43.1637931034483
2021-08-15 20:00:00,91.5059322033898,10.4830508474576,25.5864406779661,9.22881355932204,6.19327731092437,8.225,18.4782608695652,22.7586206896552,20.0847457627119,20.2857142857143
2021-08-15 21:00:00,91.7408695652175,12.9059829059829,25.7104347826088,10.4830508474576,9.22881355932204,6.19327731092437,8.225,18.4782608695652,22.7586206896552,20.0847457627119
2021-08-15 22:00:00,92.1461538461539,15.7413793103448,25.7025641025641,12.9059829059829,10.4830508474576,9.22881355932204,6.19327731092437,8.225,18.4782608695652,22.7586206896552
2021-08-15 23:00:00,92.2017094017094,16.8965517241379,25.8162393162394,15.7413793103448,12.9059829059829,10.4830508474576,9.22881355932204,6.19327731092437,8.225,18.4782608695652
2021-08-16 00:00:00,91.8689075630252,14.5294117647059,25.7285714285715,16.8965517241379,15.7413793103448,12.9059829059829,10.4830508474576,9.22881355932204,6.19327731092437,8.225
2021-08-16 01:00:00,91.2084033613446,16.5508474576271,26.109243697479,14.5294117647059,16.8965517241379,15.7413793103448,12.9059829059829,10.4830508474576,9.22881355932204,6.19327731092437
2021-08-16 02:00:00,91.4641666666667,17.5877192982456,25.9308333333333,16.5508474576271,14.5294117647059,16.8965517241379,15.7413793103448,12.9059829059829,10.4830508474576,9.22881355932204
2021-08-16 03:00:00,92.3428571428572,18.1666666666667,25.6134453781512,17.5877192982456,16.5508474576271,14.5294117647059,16.8965517241379,15.7413793103448,12.9059829059829,10.4830508474576
2021-08-16 04:00:00,92.464705882353,24.6379310344828,25.6226890756302,18.1666666666667,17.5877192982456,16.5508474576271,14.5294117647059,16.8965517241379,15.7413793103448,12.9059829059829
2021-08-16 05:00:00,92.7608333333334,26.2352941176471,25.5483333333333,24.6379310344828,18.1666666666667,17.5877192982456,16.5508474576271,14.5294117647059,16.8965517241379,15.7413793103448
2021-08-16 06:00:00,92.1716666666667,13.0508474576271,25.6683333333334,26.2352941176471,24.6379310344828,18.1666666666667,17.5877192982456,16.5508474576271,14.5294117647059,16.8965517241379
2021-08-16 07:00:00,92.0957627118644,8.4695652173913,25.5635593220338,13.0508474576271,26.2352941176471,24.6379310344828,18.1666666666667,17.5877192982456,16.5508474576271,14.5294117647059
2021-08-16 08:00:00,92.3816666666667,14.2166666666667,25.6558333333333,8.4695652173913,13.0508474576271,26.2352941176471,24.6379310344828,18.1666666666667,17.5877192982456,16.5508474576271
2021-08-16 09:00:00,91.4716666666667,15.9083333333333,25.9016666666667,14.2166666666667,8.4695652173913,13.0508474576271,26.2352941176471,24.6379310344828,18.1666666666667,17.5877192982456
2021-08-16 10:00:00,91.2199999999999,15.1176470588235,26.02,15.9083333333333,14.2166666666667,8.4695652173913,13.0508474576271,26.2352941176471,24.6379310344828,18.1666666666667
2021-08-16 11:00:00,90.8889830508475,15.0086206896552,26.3635593220339,15.1176470588235,15.9083333333333,14.2166666666667,8.4695652173913,13.0508474576271,26.2352941176471,24.6379310344828
2021-08-16 12:00:00,90.9100840336134,13.3361344537815,26.6294117647059,15.0086206896552,15.1176470588235,15.9083333333333,14.2166666666667,8.4695652173913,13.0508474576271,26.2352941176471
2021-08-16 13:00:00,89.8991666666666,8.10714285714286,27.0083333333333,13.3361344537815,15.0086206896552,15.1176470588235,15.9083333333333,14.2166666666667,8.4695652173913,13.0508474576271
2021-08-16 14:00:00,87.9314285714286,5.5,27.0571428571429,8.10714285714286,13.3361344537815,15.0086206896552,15.1176470588235,15.9083333333333,14.2166666666667,8.4695652173913
2021-08-17 11:00:00,77.7149253731343,11.530303030303,28.1194029850746,5.5,8.10714285714286,13.3361344537815,15.0086206896552,15.1176470588235,15.9083333333333,14.2166666666667
2021-08-17 12:00:00,67.5456896551724,6.52941176470588,30.3146551724138,11.530303030303,5.5,8.10714285714286,13.3361344537815,15.0086206896552,15.1176470588235,15.9083333333333
2021-08-17 13:00:00,60.7165289256198,0.916666666666667,31.198347107438,6.52941176470588,11.530303030303,5.5,8.10714285714286,13.3361344537815,15.0086206896552,15.1176470588235
2021-08-17 14:00:00,59.1808823529412,1.85294117647059,31.4705882352942,0.916666666666667,6.52941176470588,11.530303030303,5.5,8.10714285714286,13.3361344537815,15.0086206896552
